Country,Name,Description,City,Founders,Funding,Funding rounds,Industries,Number of employees,Number of investors,Started in
Germany,41) commercetools,commercetools is an enterprise commerce firm that specializes in current cloud-native API-driven solutions.,München,"Denis Werner, Dirk Hoerig","$167,674,186",5,"Cloud Computing, E-Commerce, Information Technology, SaaS, Software",251-500,"7 (Insight Partners, High-Tech Grunderfonds, Bayern Kapital, BayBG Venture Capital, Wecken & Cie.)",2006
Germany,42) Lumenaza,Lumenaza provides a software-as-a-service solution.,Berlin,"Bernhard Bohmer, Christian Chudoba","€ 10,300,000",4,"Clean Energy, Energy Management, Green Consumer Goods, GreenTech, Information Technology, Local, Peer to Peer, Renewable Energy, Software",11-50,"6 (IBB Ventures, E.ON, Future Energy Ventures, EnBW New Ventures, First Imagine! Ventures)",2013
Germany,43) Enpal,Enpal is a corporation that specializes in solar energy.,Berlin,"Jochen Ziervogel, Mario Kohle, Viktor Wingert","€ 10,000,000",7,"Energy, Environmental Consulting, Renewable Energy, Solar",251-500,"9 (HV Capital, Berenberg, Picus Capital, Lukasz Gadowski, Robert Gentz)",2017
Germany,44) Zeotap,Zeotap is a Customer Intelligence platform that lets businesses better understand and forecast their customers' behavior.,Berlin,"Daniel Heer, Projjol Banerjea, Stephan Schwebe","$81,200,000",5,"Analytics, Digital Marketing, Marketing, SaaS",101-250,"26 (SignalFire, IONIQ, Iris Capital, Capnamic Ventures, Singtel Innov8)",2014
Germany,45) airfocus,Airfocus is a software as a service (SaaS) firm that offers an easy-to-use prioritization and road mapping solution.,Hamburg,"Christian Hoffmeister, Malte Scholz, Valentin Firak","$7,387,435",3,"Product Management, SaaS, Software",11-50,"3 (XAnge, Nauta Capital, Picea Capital)",2017
Germany,46) Morressier,Morressier is a publishing platform and virtual conference solution for professional and academic organizations.,Berlin,"Justus Weweler, Rino Montiel, Sami Benchekroun","$24,200,000",3,"Analytics, Event Management, Events, Information Technology, Market Research, Meeting Software, Software, Video Conferencing",11-50,"6 (Owl Ventures, Cherry Ventures, Redalpine, Emerge Education, Jan Reichelt)",2014
Germany,47) SimScale,SimScale is a 3D simulation platform that runs on the web.,Munich,"Alexander Fischer, Anatol Dammer, David Heiny, Johannes Probst, Vincenz Dölle","€ 52,000,000",6,"3D Technology, CAD, Cloud Computing, Internet, Product Design, Simulation, Software",101-250,"9 (Earlybird Venture Capital, Union Square Ventures, Insight Partners, High-Tech Grunderfonds, Bayern Kapital)",2012
Germany,48) Choco,Choco is a digital platform that connects restaurants with their suppliers to improve the food supply chain.,Berlin,"Daniel Khachab, Julian Hammer, Rogério Da Silva Yokomizo","$63,700,000",4,"Delivery Service, Food and Beverage, Food Delivery, Marketing, Restaurants, Supply Chain Management",251-500,"8 (Target Global, Bessemer Venture Partners, Coatue, Atlantic Labs, Greyhound Capital)",2018
Germany,49) AUTO1 Group,AUTO1 Group is an online automotive marketplace that connects car buyers and sellers across Europe.,Berlin,"Christian Bertermann, Hakan Koc","$1,387,053,390",10,"Automotive, Internet, Marketplace",1001-5000,"23 (Citi, Goldman Sachs, SoftBank Vision Fund, DST Global, Target Global)",2012
Germany,50) Finoa,Finoa is a custodial platform that allows institutional investors to securely and regulated interact with decentralized financial services.,Berlin,"Christopher May, Henrik Gebbing","€ 20,800,000",2,"Banking, Blockchain, Cryptocurrency, Financial Services, FinTech",11-50,"4 (Balderton Capital, coparion, Venture Stars, Signature Ventures)",2018
Germany,51) sevDesk,Accounting in the cloud for small businesses,Offenburg,"Fabian Silberer, Marco Reinbold","€ 64,200,000",3,"Accounting, Cloud Computing, FinTech, Information Technology, SaaS, Small and Medium Businesses, Software",101-250,"7 (Global Founders Capital, Arena Holdings, Carsten Thoma, Wecken & Cie., MBG Baden Wuerttemberg)",2013
Germany,52) Signavio,Signavio offers business process management software.,Berlin,"Gero Decker, Mathias Weske, Nicolas Peters, Torben Schreiter, Willi Tscheschner","$229,569,948",3,"Business Development, Computer, SaaS, Software",251-500,"3 (Summit Partners, DTCP, Apax Digital)",2009
Germany,53) Babbel,Babbel is the most popular language learning app on the market.,Berlin,"Lorenz Heine, Markus Witte, Thomas Holl","$33,300,000",4,"E-Learning, EdTech, Language Learning",501-1000,"8 (IBB Ventures, NGP Capital, Scottish Equity Partners, European regional development fund (ERDF), REV)",2007
Germany,54) Silexica,"Silexica offers software development services that help intelligent products, such as self-driving cars, move from concept to reality.",Cologne,"Johannes Emigholz, Maximilian Odendahl, Weihua Sheng","$29,360,037",4,"Application Specific Integrated Circuit (ASIC), Developer Tools, Embedded Software, Embedded Systems, Enterprise Software, Field-Programmable Gate Array (FPGA), Software",51-100,"6 (EQT Ventures, EASME - EU Executive Agency for SMEs, Paua Ventures, Merus Capital, Seed Fonds Aachen)",2014
Germany,55) Raisin,Raisin is a savings and investment marketplace that brings together retail customers and banks aiming to expand their deposit base.,Berlin,"Frank Freund, Michael Stephan, Tamaz Georgadze","$206,007,634",7,"Banking, Finance, Financial Services, FinTech, Marketplace",251-500,"15 (Goldman Sachs, Index Ventures, Ribbit Capital, FJ Labs, DN Capital)",2012
Germany,56) IDnow,IDnow is a startup that offers superior machine-learning technologies as part of its Identity Verification-as-a-Service platform.,Munich,"Armin Bauer, Dennis von Ferenczy, Felix Haas, Sebastian Baerhold","$58,163,544",7,"Cloud Data Services, Identity Management, Information Technology, Internet, Legal, Machine Learning, Real Time, Security",101-250,"9 (European Investment Bank, Plug and Play Tech Center, Seventure Partners, 10x Group, Corsair Capital)",2014
Germany,57) Pricefx,"Pricefx offers a full range of price management tools that are simple to set up, utilize, and adjust to changing business demands.",Pfaffenhofen An Der Glonn,"Christian Tratz, Marcin Cichon, Martin Wricke","$131,274,376",7,"E-Commerce, Enterprise Applications, Enterprise Software, Information Technology, SaaS, Software",251-500,"7 (Talis Capital, Bain & Company, Apax Digital, Digital+ Partners, Credo Ventures)",2011
Germany,58) BRYTER,BRYTER is a no-code software platform that automates and assists users in the development and construction of digital applications.,Berlin,Michael Grupp,"$89,000,000",4,"Compliance, Enterprise Software, Industrial Automation, Legal Tech, SaaS, Software",101-250,"6 (Accel, Tiger Global Management, Notion Capital, Dawn Capital, Cavalry Ventures)",2018
Germany,59) Arabesque S-Ray,"Arabesque S-Ray is a market leader in sustainability data, consulting, and research.",Frankfurt,"Andreas Feiner, Dominic Selwood, Hans-Robert Arndt, Omar Selim","$20,000,000",2,"Big Data, Data Center, Data Integration, Data Visualization, Database, Financial Services, Information Services, Software, Sustainability",51-100,"6 (Accenture Ventures, Allianz X, DWS Group, Commerz Real AG, Helaba)",2017
Germany,60) Camunda,Camunda is an open source software company that creates software that allows businesses to design and automate business processes.,Berlin,"Bernd Ruecker, Jakob Freund","€ 107,000,000",2,"Enterprise Software, Information Technology, SaaS, Software",251-500,"2 (Insight Partners, Highland Europe)",2008
Germany,61) tado°,Tado° provides smart thermostats and apps that adapt to residents' real-time activity in private homes and small companies.,Munich,"Christian Deilmann, Johannes Schwarz, Leopold von Bismarck, Valentin Sawadski","$157,482,651",9,"Clean Energy, Smart Building, Smart Home",101-250,"15 (Siemens, Amazon, European Investment Bank, Next47, E.ON)",2011
Germany,62) Clark,Clark is an insurance platform that offers comprehensive coverage.,Frankfurt,"Chris Lodde, Christopher Oster, Garrett Whitmore, Marco Adelt, Steffen Glomb","$128,050,383",5,"FinTech, Insurance, InsurTech",251-500,"19 (Tencent, Target Global, Axel Springer, White Star Capital, finleap)",2015
Germany,63) sennder,Sennder is a digital freight forwarder that connects large commercial shippers with small freight operators.,Berlin,"David Nothacker, Julius Koehler, Nicolaus Schefenacker","$340,000,000",8,"Freight Service, Industrial Automation, Logistics, Shipping",501-1000,"17 (Accel, Earlybird Venture Capital, Project A Ventures, HV Capital, Lakestar)",2015
Germany,64) SellerX,SellerX acquires and develops potential small businesses that sell on Amazon's marketplace.,Berlin,"Malte Horeyseck, Philipp Triebel","$148,618,854",2,"Asset Management, Business Development, Small and Medium Businesses",101-250,"10 (Village Global, 83North, Cherry Ventures, Felix Capital, TriplePoint Capital)",2020
Germany,65) Blinkist,Blinkist is an app that allows people to read the most important nonfiction book insights in 15 minutes.,Berlin,"Holger Seim, Niklas Jansen, Sebastian Klein, Tobias Balling","$34,771,978",5,"Education, Mobile Apps, Reading Apps",51-100,"7 (Insight Partners, Greycroft, IBB Ventures, Headline, Hubraum)",2012
Germany,66) Omio,"Omio's multi-mode search tool evaluates and mixes rail, plane, bus, and vehicle travel options for destinations.",Berlin,Naren Shaam,"$396,000,000",10,"Internet, Search Engine, Travel, Travel Accommodations",251-500,"26 (Battery Ventures, Temasek Holdings, New Enterprise Associates, Target Global, Lakestar)",2012
Germany,67) EqualTo,The operating system for sales commissions,Freiburg,"Diarmuid Glynn, Gijs Hubben, Kim Bergstrand","€ 4,530,000",3,"Human Resources, Information Technology, SaaS, Sales, Sales Automation, Software",11-50,"9 (Dieter Buchl, Stephen Weich, Cavalry Ventures, Amaranthine, First Momentum Ventures)",2020
Germany,68) BITA,BITA is the first end-to-end infrastructure supplier for self-indexing and systematic investing in the globe.,Frankfurt,"Christoph Bruck, Paul Herrera, Ruben Feldman, Victor Hugo Gomez Zerpa","€ 1,250,000",3,"Finance, Financial Services, FinTech",11-50,"4 (Volta Ventures, Futury Ventures, Startupbootcamp FinTech & CyberSecurity, Pamica NV)",2018
Germany,69) Dance,Dance is an e-bike subscription business that charges users a monthly fee to protect their bikes as well as give all-inclusive assistance.,Berlin,"Alexander Ljung, Christian Springub, Eric Quidenus-Wahlforss","€ 19,000,000",3,"Consumer, Electric Vehicle, Internet, Subscription Service",11-50,"11 (will.i. am, Julian Hönig, Chance the Rapper, HV Capital, La Famiglia)",2020
Germany,70) Transporeon,Transporeon is a cloud-based logistics platform that allows a global network of logistics professionals to collaborate.,Ulm,"Leander Kling, Marc-Oliver Simon, Peter Forster","£35,000,000",2,"Enterprise Software, Logistics, Supply Chain Management",251-500,"2 (Riverside Company, HgCapital Trust plc)",2000
Germany,71) Taxfix,Taxfix is an app that uses a chat-like interface to simplify complex tax filing processes by only asking the user relevant questions.,Berlin,"Lino Teuteberg, Mathis Buchi","$110,000,000",4,"Accounting, Apps, Software",251-500,"4 (Index Ventures, Creandum, Valar Ventures, Redalpine)",2016
Germany,72) Nuri,Nuri uses cutting-edge technology to help people manage and build their wealth.,Berlin,"Benjamin Jones, Jan Goslicki, Jorg von Minckwitz","€ 33,296,429",7,"Banking, Bitcoin, Blockchain, Cryptocurrency, Financial Services, FinTech",51-100,"12 (Earlybird Venture Capital, Digital Currency Group, Global Brain Corporation, High-Tech Grunderfonds, EASME - EU Executive Agency for SMEs)",2015
Germany,73) Upvest,"With a modular, scalable, and accessible API, Upvest enables financial institutions to provide investment products via their apps.",Berlin,"Ivan Morozov, Jesper Noehr, Martin Kassing","€ 17,700,000",5,"Banking, Financial Services, FinTech, Information Technology, Software",11-50,"8 (Earlybird Venture Capital, HV Capital, Speedinvest, Notion Capital, Partech)",2017
Germany,74) Staffbase,Staffbase is an internal communication tool that enables businesses and their employees to collaborate around a single purpose.,Chemnitz,"Frank Wolf, Lutz Gerlach, Martin Bohringer","$190,827,764",6,"Business Information Systems, Collaboration, Human Resources, Information Technology",251-500,"6 (General Atlantic, Insight Partners, Headline, Iris Capital, Capnamic Ventures)",2014
Germany,75) AMBOSS,Improving healthcare by making medical information more widely available.,Berlin,"Benedikt Hochkirchen, Jan Sievert Weiss, Kenan Hasan, Madjid Salimi, Nawid Salimi","€ 35,000,000",4,"E-Learning, Education, Health Care, Hospital, Medical, mHealth, Universities",101-250,"5 (Target Global, Cherry Ventures, Partech, Wellington Partners, Holtzbrinck Digital)",2012
Germany,76) Tourlane,Tourlanea is an online planning and booking tool that assists tourists in researching and purchasing multi-day trips.,Berlin,"Julian Stiefel, Julian Weselek","$101,000,000",5,"Internet, Leisure, Reservations, Tourism, Travel",251-500,"10 (Sequoia Capital, Spark Capital, HV Capital, DN Capital, Nathan Blecharczyk)",2016
Germany,77) Wunder Mobility,Wunder Mobility is a technology and service platform that helps businesses and towns all over the world establish and grow new mobility initiatives.,Hamburg,"Gunnar Froh, Samuel Baker","$70,000,000",5,"Apps, B2B, Car Sharing, Electric Vehicle, Fleet Management, Ride Sharing, SaaS, Software",101-250,"25 (FJ Labs, FundersClub, TA Associates, Blumberg Capital, Kingsway Capital)",2014
Germany,78) Centrifuge,Centrifuge is a global financial supply chain operating system that is open and decentralized.,Berlin,"Lucas Vogelsang, Markus Ament, Martin Quensel, Philip Stehlik","$11,800,000",4,"Computer, FinTech, Information Technology, Software",11-50,"18 (Galaxy Digital, Moonwhale Ventures, Fenbushi Capital, Atlantic Labs, IOSG Ventures)",2017
Germany,79) Lingoda,"Lingoda provides live online language classes in English, German, Spanish, and French taught by qualified native speakers.",Berlin,"Fabian Wunderlich, Felix Wunderlich","€ 69,700,000",9,"E-Learning, EdTech, Internet, Language Learning, Online Portals",101-250,"8 (Mountain Partners, Global Founders Capital, Summit Partners, Dr. Cornelius Boersch, Conny & Co)",2013
Germany,80) StudySmarter,"StudySmarter is an EdTech business that creates a content-agnostic, intelligent platform for lifelong learning.",München,"Christian Felgenhauer, Maurice Khudhir, Simon Hohentanner, Till Sohlemann","€ 12,400,000",4,"Artificial Intelligence, Education",11-50,"8 (Owl Ventures, Left Lane Capital, Lars Fjeldsoe-Nielsen, DvH Ventures, Axel Springer Plug and Play Accelerator)",2017
Germany,81) OptioPay,OptioPay is a customer-centric and value-add service provider based on bank account data that uses open banking technology.,Berlin,"Marcus Borner, Mike Rötgers, Moritz Claussen, Oliver Neumann, Oliver Oster","$26,398,223",7,"Advertising Platforms, Banking, Financial Services, FinTech, Insurance, Personal Finance",51-100,"18 (NJF Capital, DvH Ventures, main incubator, Eos Venture Partners, Seed X Liechtenstein)",2014
Germany,82) Stocard,Stocard is a company that specializes in mobile wallets.,Mannheim,"Björn Goß, David Handlos, Florian Barth","$31,099,191",5,"FinTech, Information Services, Information Technology, Internet, Mobile Apps",51-100,"9 (High-Tech Grunderfonds, Macquarie Capital, rocketship.vc, ALSTIN Capital, Klaas Kersting)",2012
Germany,83) scoutbee,"For procurement and supply chain professionals, scoutbee is an AI-powered supplier finding package.",Berlin,"Christian Heinrich, Fabian Heinrich, Gregor Stuhler, Lee Galbraith","$76,000,000",3,"Analytics, Artificial Intelligence, B2B, Big Data, Information Technology, Logistics, Machine Learning, Procurement, SaaS, Software",101-250,"6 (HV Capital, Lakestar, Atomico, Toba Capital, Next47)",2015
Germany,84) cargo.one,"cargo.one is a digital platform that allows freight forwarders to find, compare, and book airline freight capacity.",Berlin,"Mike Rötgers, Moritz Claussen, Oliver Neumann","$63,800,000",3,"Freight Service, Information Technology, Logistics, Supply Chain Management",101-250,"8 (Index Ventures, Bessemer Venture Partners, Creandum, Point Nine, Next47)",2017
Germany,85) Deposit Solutions,Deposit Solutions is a supplier of an open banking platform for deposits that connects depositors and institutions.,Hamburg,Tim Sievers,"$198,871,072",6,"Banking, Financial Services, FinTech",101-250,"11 (Founders Fund, Deutsche Bank, Greycroft, FinLab, Kinnevik AB)",2011
Germany,86) PlusDental,PlusDental is a digital dentistry-focused health-tech startup established in Berlin.,Berlin,"Lukas Brosseder, Peter Baumgart","€ 77,000,000",6,"Dental, Health Care",101-250,"11 (HV Capital, Lakestar, Kreos Capital, Sebastian Pollok, Saarbruecker 21)",2017
Germany,87) KONUX,Konux is a software platform that use smart sensors and machine learning to keep railway switches in good working order.,Munich,"Andreas Kunze, Dennis Humhal, Maximilian Hasler, Michael Wax, Vlad Lata","$130,614,116",10,"Artificial Intelligence, Information Technology, Machine Learning, Railroad, Software",51-100,"23 (Alibaba Group, Foundation Capital, New Enterprise Associates, Unternehmertum Venture Capital Partners, Green Bay Ventures)",2014
Germany,88) Cosuno,Cosuno is a platform that connects the construction industry.,Berlin,"Christoph Berner, Fritz Cramer, Maximilian Seifert","€ 12,500,000",2,"Construction, Software",11-50,"11 (Spark Capital, Cherry Ventures, Carsten Thoma, Apic Investments, Hakan Koc)",2018
Germany,89) CrossLend,CrossLend is a cross-border marketplace lending platform that allows investors to invest across Europe from a single location.,Berlin,Oliver Schimek,"€ 49,000,000",7,"Commercial Lending, Credit, Finance, Financial Services, FinTech, Marketplace",101-250,"10 (Earlybird Venture Capital, Solarisbank, Lakestar, Mouro Capital, Atlantic Labs)",2014
Germany,90) Kontist,Kontist is a one-stop shop for freelancers looking for a neo-bank and tax advice.,Berlin,"Alexander Baatz, Catharina Bruns, Christopher Plantener, Madison Bell, Sebastian Galonska, Sophie Pester","€ 37,500,000",4,"Accounting, Banking, Finance, Financial Services, Non Profit, Payments",101-250,"3 (Vaekstfonden, Founders, Haufe-Lexware)",2016
Germany,91) CHRONEXT,Clients can buy and sell luxury watches on Chronext's full-service platform for luxury watch trading.,Cologne,"Ludwig Wurlitzer, Philipp Man","$116,629,212",5,"Collectibles, E-Commerce, Fashion, Lifestyle, Retail",101-250,"17 (Octopus Ventures, QVentures, Playfair Capital, Partech, Capnamic Ventures)",2013
Germany,92) finn.auto,finn.auto offers monthly car memberships as a way to develop a more sustainable mode of transportation.,Munich,"Andreas Wixler, Hans-Peter Ringer, Max-Josef Meier, Maximilian Wühr, Nikolai Schröder","€ 28,800,000",3,"Automotive, Leasing",11-50,"8 (HV Capital, White Star Capital, Heartcore Capital, Unternehmertum Venture Capital Partners, Picus Capital)",2019
Germany,93) Moonfare,"Through a technology-enabled platform, Moonfare provides access to top-tier private markets investment possibilities.",Berlin,"Alexander Argyros, Heinrich von Liechtenstein, Steffen Pauls","$28,000,000",3,"Asset Management, Financial Services, FinTech",51-100,"5 (Fidelity, Fidelity International Strategic Ventures, Thomas Ebeling, Henrik Kraft, Jens Reidel)",2016
Germany,94) Gorillas,"Customers can get groceries and other household supplies through Gorillas, a delivery business.",Berlin,"Jörg Kattner, Kağan Sümer, Ronny Shibley","$335,415,309",3,"Delivery, Delivery Service, Grocery, Same Day Delivery",1001-5000,"9 (Tet Ventures, Tencent, DST Global, Greenoaks Capital, Coatue)",2020
Germany,95) Huuuge Games,Huuuge Games is a platform for real-time social casual gaming.,Berlin,Anton Gauffin,"$57,199,998",3,"Gaming, Online Games, Social",251-500,"4 (Korea Investment Partners, Woori Technology Investment, Kiwoom Investment, Seoul Investment Partners)",2014
Germany,96) Seven Senders,Seven Senders is a shipping platform that improves operations and gives customers a one-of-a-kind buying experience.,Berlin,"Johannes Plehn, Thomas Hagemann","$65,798,537",4,"Delivery Service, E-Commerce, Logistics, Shipping, Supply Chain Management",51-100,"6 (btov Partners, Digital+ Partners, Sebastian Pollok, Saarbruecker 21, Matthias Wilrich)",2014
Germany,97) Lykon,Lykon is a cutting-edge health-care startup that offers biomarker-based digital health coaching.,Berlin,,"€ 6,400,000",2,"Health Care, Internet",11-50,"3 (Redstone, AC & Friends GmbH, Ippen Media)",2015
Germany,98) ResearchGate,ResearchGate is a professional network that allows scientists to communicate with one another and share and discuss their findings.,Berlin,"Horst Fickenscher, Ijad Madisch, Sören Hofmayer","$87,600,000",4,"Internet, Professional Networking, Social Media",251-500,"22 (Accel, Founders Fund, Bill Gates, Benchmark, Wellcome Trust)",2008
Germany,99) Cleanhub,Cleanhub is a platform for organizing ocean cleanups.,Berlin,Bosse Rothe,"€ 4,000,000",1,"Fast-Moving Consumer Goods, Green Consumer Goods, Internet, Supply Chain Management",,"9 (Lakestar, 468 Capital, Charlie Songhurst, Übermorgen Ventures, Pirate Capital)",2020
Germany,100) n8n.io,"Workflow automation tool that is free, open, and self-hosted.",Berlin,,"$13,500,000",2,SaaS,11-50,"11 (Sequoia Capital, Felicis Ventures, Firstminute Capital, Runa Capital, Ilkka Paananen)",2019
France,1) Ledger,Ledger provides security and infrastructure solutions for key digital assets to consumers and institutional investors.,Paris,"Eric Larchevêque, Joel Pobeda, Nicolas Bacca, Thomas France","$467,959,855",8,"Blockchain, Cryptocurrency, Cyber Security, SaaS",101-250,"50 (Animoca Brands, Draper Esprit, Digital Currency Group, Uphold, Bpifrance)",2014
France,2) Contentsquare,Contentsquare creates a digital experience analytics tool that allows companies to analyze client activity online.,Paris,Jonathan Cherki,"$812,000,000",5,"Analytics, Artificial Intelligence, CRM, E-Commerce, SaaS, Sales Automation",501-1000,"10 (Eurazeo, SoftBank Vision Fund, Canaan Partners, Bpifrance, Kohlberg Kravis Roberts)",2012
France,3) Deezer,"Deezer is the world's most diversified, dynamic, and personal global music streaming service, with a one-of-a-kind personalization strategy called Flow.",Paris,"Daniel Marhely, Jonathan Benassaya","$531,773,724",6,"Apps, Music, Music Streaming, Web Development",501-1000,"8 (Orange, Idinvest Partners, Xavier Niel, Access Industries, Kingdom Holding Company)",2006
France,4) Shift Technology,"For the worldwide insurance sector, Shift Solutions provides AI-driven decision automation and optimization technology.",Paris,"David Durrleman, Eric Sibony, Jeremy Jawish","$319,987,263",9,"Artificial Intelligence, Information Technology, Insurance, InsurTech",251-500,"10 (General Catalyst, Accel, Advent International, Bessemer Venture Partners, Elaia)",2013
France,5) Schneider Electric,Schneider Electric is an electric firm that designs and manufactures devices that aid in energy conservation.,Rueil-malmaison,"Emmanuel Lagarrigue, Joseph Eugène Schneider","$1,600,000",2,"Electronics, Energy, Energy Management, Information Technology, Renewable Energy",10001+,"2 (Idinvest Partners, California State Water Resources Control Board)",1836
France,6) Pennylane,Pennylane is a company that creates a full-stack financial management platform for managing financial data.,Paris,"Alexandre Roquoplo, Arthur Waller, Edouard Mascré, Félix Blossier, Quentin de Metz, Quentin de Metz, Tancrède Besnard, Tancrède Besnard, Thierry Déo","€ 34,000,000",3,"Finance, Financial Services, FinTech, Information Technology",51-100,"4 (Sequoia Capital, Kima Ventures, Global Founders Capital, Partech)",2020
France,7) Malt,Malt is a carefully curated local marketplace that brings together the top freelancers and clients.,Paris,"Hugo Lassiège, Jean-Baptiste Lemée, Vincent Huguet","$134,087,946",5,"Consumer, Marketplace, Search Engine",101-250,"6 (Eurazeo, Idinvest Partners, Isai, GS Growth, Serena)",2013
France,8) Agicap,Agicap creates a software-as-a-service platform for small businesses to manage and anticipate their cash flows.,Lyon,"Clement Mauguet, Lucas Bertola, Sebastien Beyet","$118,891,770",3,"Finance, FinTech, SaaS, Software",101-250,"4 (Greenoaks Capital, Kima Ventures, Partech, BlackFin Capital Partners)",2016
France,9) Upflow,Upflow is a technology startup that is developing a B2B payment platform.,Paris,"Alexandre Louisy, Barnaby Malet, Thibaud Elziere","$17,908,623",6,"B2B, Billing, E-Commerce Platforms, Financial Services, FinTech, Payments, SaaS, Software",11-50,"13 (AltaIR Capital, Y Combinator, eFounders, Kima Ventures, 9Yards Capital)",2018
France,10) Back Market,Back Market is a website where you can buy and sell reconditioned gadgets.,Paris,"Thibaud Hug de Larauze, Vianney Vaute","$511,016,229",4,"Consumer Electronics, E-Commerce, Internet, Marketplace",251-500,"8 (Goldman Sachs, Eurazeo, General Atlantic, Aglaé Ventures, GS Growth)",2014
France,11) Ankorstore,Ankorstore is an online B2B marketplace that links local merchants with independent shop owners and specialty brands.,Paris,"Mathieu Alengrin, Nicolas Cohen, Nicolas d'Audiffret, Pierre Louis Lacoste","€ 115,000,000",3,"B2B, E-Commerce, Marketplace, Retail, Wholesale",51-100,"7 (Index Ventures, Bain Capital Ventures, Tiger Global Management, Global Founders Capital, Aglaé Ventures)",2019
France,12) Vestiaire Collective,Vestiaire Collective is a global marketplace where individuals can buy and sell pre-owned premium clothes.,Paris,"Alexandre Cognard, Christian Jorge, Fanny Moizant, Henrique Fernandes, Sebastien Fabre, Sophie Hersan","$454,571,116",8,"E-Commerce Platforms, Fashion, Marketplace, Retail, Social Shopping",501-1000,"15 (Eurazeo, Balderton Capital, Tiger Global Management, Bpifrance, Idinvest Partners)",2009
France,13) Virtuo,Virtuo is a company that offers car-on-demand services.,Paris,"Karim Kaddoura, Thibault Chassagne","$129,905,777",5,"Internet, Rental, Transportation",101-250,"13 (Balderton Capital, Bpifrance, Kima Ventures, AXA Venture Partners, Iris Capital)",2015
France,14) Sendinblue,Sendinblue is a company that creates a cloud-based digital marketing platform for fostering long-term client connections.,Paris,"Armand Thiberge, Kapil Sharma","$197,652,944",5,"Advertising, CRM, Developer APIs, Digital Marketing, Email, Email Marketing, Enterprise Software, Marketing Automation, SaaS, Software",251-500,"6 (BlackRock, Bpifrance, Partech, Bridgepoint, Adelie)",2007
France,15) HiFiBiO,HiFiBiO develops and commercializes unique single cell technologies for medication and biomarker discovery and development.,Paris,"Jeff He, Liang Schweizer, Robert Nicol","$179,500,000",4,"Biopharma, Biotechnology, Pharmaceutical, Therapeutics",101-250,"20 (Further, Sequoia Capital China, B Capital Group, IDG Capital, Kite Pharma)",2013
France,16) Aircall,"Aircall is a cloud-based call center solution that blends CRM, productivity, and helpdesk applications.",Paris,"Jonathan Anguelov, Olivier Pailhès, Pierre-Baptiste Béchu, Thibaud Elziere, Xavier Durand","$105,550,000",8,"Call Center, Collaboration, CRM, SaaS, Software, Telecommunications, VoIP",251-500,"22 (Draper Esprit, FundersClub, FJ Labs, Balderton Capital, 500 Startups)",2014
France,17) Indy,"For freelancers and professionals, Indy provides end-to-end, AI-powered accounting software.",Lyon,"Adrien Plat, Come Fouques, Pablo Larvor, Romain Koenig","€ 46,000,000",3,"Accounting, Artificial Intelligence, FinTech, Freelance, Machine Learning, Software",101-250,"4 (Alven, Singular, Guillaume Lestrade, Kerala Ventures)",2016
France,18) Mirakl,"Mirakl is the industry's premier business marketplace solution, enabling brands and merchants to quickly build and develop an enterprise marketplace.",Paris,"Adrien Nussenbaum, Philippe Corrot","$393,000,000",5,"E-Commerce, Enterprise Software, Internet, Marketplace, SaaS, Software",251-500,"9 (Bain Capital Ventures, Elaia, 83North, Felix Capital, Xavier Niel)",2011
France,19) EcoVadis,EcoVadis is a collaborative platform that allows businesses to evaluate their suppliers' environmental and social performance.,Paris,"Frederic Trinel, Pierre Francois Thaler","$235,786,060",6,"Risk Management, Supply Chain Management, Sustainability",501-1000,"4 (CVC Capital Partners, Partech, Sebastien Breteau, Zobito)",2007
France,20) DataDome,"For e-commerce and classifieds firms, DataDome is a SaaS bot prevention solution.",Paris,"Benjamin Fabre, Fabien Grenier","$39,246,225",4,"Analytics, Cyber Security, E-Commerce, Internet, SaaS, Software",11-50,"16 (Isai, Elephant, 50 Partners, Wilco, Quentin Nickmans)",2015
France,21) Sorare,"Sorare is a worldwide fantasy football game in which participants may purchase, trade, and play authentic digital cards.",Paris,"Adrien Montfort, Nicolas Julia","$59,245,790",3,"Blockchain, Fantasy Sports, Gaming, Soccer",1-10,"20 (Accel, Benchmark, Seedcamp, Alexis Ohanian, Kima Ventures)",2018
France,22) C12 Quantum Electronics,Carbon nanotube-based quantum computers are developed by C12 Quantum Electronics.,Paris,"Matthieu Desjardins, Pierre Desjardins","$10,000,000",3,"Apps, Electronics",1-10,"6 (Bpifrance, 360 Capital, Airbus Ventures, AGORANOV, BNP Paribas Développement)",2019
France,23) Doctolib,Doctolib is an online and mobile booking tool that allows you to discover and schedule an appointment with a specialty doctor in your area.,Paris,"Franck Tetzlaff, Ivan Schneider, Jessy Bernal, Stanislas Niox-Chateau, Steve Abou Rjeily, Thomas Landais","$266,655,051",7,"Digital Media, Health Care, Hospital, Medical",1001-5000,"13 (Eurazeo, Accel, General Atlantic, Bpifrance, AGORANOV)",2013
France,24) Yousign,"The eSignature for small and medium-sized businesses. Yousign is a simple, legally binding eSignature solution that helps small businesses power their contracts.",Paris,"Antoine Louiset, Luc Pallavidino","€ 33,500,000",3,"E-Signature, Information Technology, SaaS, Small and Medium Businesses, Software",101-250,"7 (Bpifrance, eFounders, Lead Edge Capital, Thibaud Elziere, Normandie Participations)",2013
