rank,country,name,description,state,city,started_in,founders,industries,employees,funding_raw,funding_rounds,investors_count,investors_list,source_url,employees_min,employees_max,funding_usd,industries_list,founders_list,text,clean_text,cluster
83,Sweden,TechBuddy.co,"TechBuddy has created an end-to-end digital platform for customized tech help on-site, at home, and in the workplace.",Stockholms Lan,Stockholm,2017.0,"David Ovsepian, Samira Nori, Tahero Nori, Tamas Hess, Zakay Danial","Consumer Electronics, Local, Service Industry",11-50,,3.0,3.0,"[""Inbox Capital"", ""Teleclal Group"", ""Stefan Tengvall""]",https://www.failory.com/startups/sweden,11.0,50.0,,"[""Consumer Electronics"", ""Local"", ""Service Industry""]","[""David Ovsepian"", ""Samira Nori"", ""Tahero Nori"", ""Tamas Hess"", ""Zakay Danial""]","TechBuddy has created an end-to-end digital platform for customized tech help on-site, at home, and in the workplace.",techbuddy created end end digital platform customized tech help site home workplace,11
84,Sweden,Turbotic AB,Enterprise Automation and Artificial Intelligence (AI) using an Autonomous Enterprise System (SaaS),Stockholms Lan,Stockholm,2020.0,"Alexander Hannerland, Theodore Bergqvist","Artificial Intelligence, Information Technology, Machine Learning, SaaS",11-50,"$6,000,000",2.0,1.0,"[""['Investment AB \u00c3\\x96resund']""]",https://www.failory.com/startups/sweden,11.0,50.0,6000000.0,"[""Artificial Intelligence"", ""Information Technology"", ""Machine Learning"", ""SaaS""]","[""Alexander Hannerland"", ""Theodore Bergqvist""]",Enterprise Automation and Artificial Intelligence (AI) using an Autonomous Enterprise System (SaaS),enterprise automation artificial intelligence ai using autonomous enterprise system saas,10
85,Sweden,Worldfavor,The global platform for information and management on sustainability and compliance,Stockholms Lan,Stockholm,2010.0,"Andreas Liljendahl, Frida Emilsson","Business Development, Information Services, Software, Sustainability",11-50,"$4,559,700",3.0,3.0,"[""Norrsken VC"", ""Brightly Ventures"", ""Spintop Ventures""]",https://www.failory.com/startups/sweden,11.0,50.0,4559700.0,"[""Business Development"", ""Information Services"", ""Software"", ""Sustainability""]","[""Andreas Liljendahl"", ""Frida Emilsson""]",The global platform for information and management on sustainability and compliance,global platform information management sustainability compliance,-1
86,Sweden,TrialBee,Trialbee is an independent software firm focused on providing pharmaceutical industry solutions and services.,Skane Lan,Lund,2010.0,Tobias Folkesson,"Computer, Enterprise Software, Recruiting, Software",11-50,"$20,355,330",5.0,8.0,"[""Startupbootcamp"", ""Industrifonden"", ""MTIP AG"", ""Startupbootcamp Copenhagen"", ""Newton Aguiar""]",https://www.failory.com/startups/sweden,11.0,50.0,20355330.0,"[""Computer"", ""Enterprise Software"", ""Recruiting"", ""Software""]","[""Tobias Folkesson""]",Trialbee is an independent software firm focused on providing pharmaceutical industry solutions and services.,trialbee independent software firm focused providing pharmaceutical industry solutions services,2
87,Sweden,Amuse,Amuse was created by music industry experts who had a common goal of redefining artist discovery and label agreements.,Stockholms Lan,Stockholm,2015.0,"Andreas Ahlenius, Christian Wilsson, Diego Farias, Guy Parry, Jimmy Brodd","Information Technology, Marketing, Mobile Apps, Music, Music Label",11-50,"$15,831,682",2.0,6.0,"[""Lakestar"", ""Raine Ventures"", ""Mattias Danielsson"", ""Roshi Motman"", ""Bassam Mattar""]",https://www.failory.com/startups/sweden,11.0,50.0,15831682.0,"[""Information Technology"", ""Marketing"", ""Mobile Apps"", ""Music"", ""Music Label""]","[""Andreas Ahlenius"", ""Christian Wilsson"", ""Diego Farias"", ""Guy Parry"", ""Jimmy Brodd""]",Amuse was created by music industry experts who had a common goal of redefining artist discovery and label agreements.,amuse created music industry experts common goal redefining artist discovery label agreements,-1
88,Sweden,Northmill Bank,Northmill Bank is a Swedish neobank that helps people improve their financial lives by providing customised banking services based on artificial intelligence.,Stockholms Lan,Stockholm,2006.0,"George Kurt, Hikmet Ego","Banking, Finance, Financial Services",101-250,,1.0,2.0,"[""Coeli"", ""M2 Asset Management""]",https://www.failory.com/startups/sweden,101.0,250.0,,"[""Banking"", ""Finance"", ""Financial Services""]","[""George Kurt"", ""Hikmet Ego""]",Northmill Bank is a Swedish neobank that helps people improve their financial lives by providing customised banking services based on artificial intelligence.,northmill bank swedish neobank helps people improve financial lives providing customised banking services based artificial intelligence,7
89,Sweden,Qred,"Qred uses digital procedures to provide small businesses with easy, quick, and seamless financing.",Stockholms Lan,Stockholm,2015.0,"Emil Sunvisson, Jason Francis, Thomas Jansson","Finance, Financial Services, FinTech",51-100,"$59,653,655",5.0,2.0,"[""Jason Francis"", ""Emil Sunvisson""]",https://www.failory.com/startups/sweden,51.0,100.0,59653655.0,"[""Finance"", ""Financial Services"", ""FinTech""]","[""Emil Sunvisson"", ""Jason Francis"", ""Thomas Jansson""]","Qred uses digital procedures to provide small businesses with easy, quick, and seamless financing.",qred uses digital procedures provide small businesses easy quick seamless financing,7
90,Sweden,Earthbanc,"Our cutting-edge Sustainable Finance API provides automated carbon reporting and audited offsets, as well as AI-powered sustainable loans and digital bond issuance.",Stockholms Lan,Stockholm,2019.0,Tom Duncan,"Finance, Financial Services, Internet",1-10,"$750,000",2.0,1.0,"[""Matt Portman""]",https://www.failory.com/startups/sweden,1.0,10.0,750000.0,"[""Finance"", ""Financial Services"", ""Internet""]","[""Tom Duncan""]","Our cutting-edge Sustainable Finance API provides automated carbon reporting and audited offsets, as well as AI-powered sustainable loans and digital bond issuance.",cutting edge sustainable finance api provides automated carbon reporting audited offsets well ai powered sustainable loans digital bond issuance,7
91,Sweden,Gimi,Gimi is a financial education software for teenagers and young adults.,Stockholms Lan,Stockholm,2014.0,Philip Haglund,"Apps, Digital Marketing, Financial Services, Marketing",11-50,,3.0,4.0,"[""NFT Ventures"", ""Collector Ventures"", ""Harald Mix"", ""Eva Cederbalk""]",https://www.failory.com/startups/sweden,11.0,50.0,,"[""Apps"", ""Digital Marketing"", ""Financial Services"", ""Marketing""]","[""Philip Haglund""]",Gimi is a financial education software for teenagers and young adults.,gimi financial education software teenagers young adults,7
92,Sweden,Vembla,Vembla is a marketplace where users can order groceries and everyday items from local businesses and have them delivered in minutes.,Stockholms Lan,Stockholm,2019.0,"Dino Todorovic, Sunil Dutt","Delivery Service, E-Commerce, Grocery, Internet, Last Mile Transportation, Marketplace",11-50,,3.0,6.0,"[""Antler"", ""Tuomas Kukkonen"", ""Michael Ekelund"", ""Michael Wolf"", ""H\u00c3\u00a9lene Douglas""]",https://www.failory.com/startups/sweden,11.0,50.0,,"[""Delivery Service"", ""E-Commerce"", ""Grocery"", ""Internet"", ""Last Mile Transportation"", ""Marketplace""]","[""Dino Todorovic"", ""Sunil Dutt""]",Vembla is a marketplace where users can order groceries and everyday items from local businesses and have them delivered in minutes.,vembla marketplace users order groceries everyday items local businesses delivered minutes,3
93,Sweden,Insurello,Insurello is a digital platform that assists clients in locating insurance payments.,Stockholms Lan,Stockholm,2016.0,Marcus Janback,"Financial Services, Information Technology, Insurance",11-50,"$11,695,450",4.0,8.0,"[""Schibsted"", ""Inventure"", ""Luminar Ventures"", ""Schibsted Growth"", ""Wave Ventures""]",https://www.failory.com/startups/sweden,11.0,50.0,11695450.0,"[""Financial Services"", ""Information Technology"", ""Insurance""]","[""Marcus Janback""]",Insurello is a digital platform that assists clients in locating insurance payments.,insurello digital platform assists clients locating insurance payments,9
94,Sweden,Volumental,"For product customization, a cloud-based platform leveraging 3D is used.",Stockholms Lan,Stockholm,2012.0,"Alper Aydemir, Caroline Walerud, Miroslav Kobetski, Rasmus Göransson","3D Printing, 3D Technology, E-Commerce",11-50,"$4,458,029",4.0,7.0,"[""Sting"", ""EIT Digital Accelerator"", ""Forward Venture Capital"", ""Walerud Ventures"", ""KTH Holding""]",https://www.failory.com/startups/sweden,11.0,50.0,4458029.0,"[""3D Printing"", ""3D Technology"", ""E-Commerce""]","[""Alper Aydemir"", ""Caroline Walerud"", ""Miroslav Kobetski"", ""Rasmus G\u00c3\u00b6ransson""]","For product customization, a cloud-based platform leveraging 3D is used.",product customization cloud based platform leveraging used,-1
95,Sweden,Springworks,"Springworks is a software-as-a-service platform that connects all car owners with the service they deserve, via an infrastructure they already know and trust.",Stockholms Lan,Stockholm,2007.0,Erik Ramberg,"Consulting, Internet, Internet of Things, SaaS, Software",11-50,,4.0,2.0,"[""Telia Company"", ""PunktB""]",https://www.failory.com/startups/sweden,11.0,50.0,,"[""Consulting"", ""Internet"", ""Internet of Things"", ""SaaS"", ""Software""]","[""Erik Ramberg""]","Springworks is a software-as-a-service platform that connects all car owners with the service they deserve, via an infrastructure they already know and trust.",springworks software service platform connects car owners service deserve via infrastructure already know trust,0
96,Sweden,Glue Home,"While you're away, Glue allows smart access to your house for people, products, and services.",Stockholms Lan,Stockholm,2014.0,"Carl Johan Grandinson, Diego Oliva","Delivery Service, E-Commerce, Home Services, Internet of Things, Smart Home",11-50,"$12,588,426",3.0,8.0,"[""Alfv\u00c3\u00a9n & Didrikson"", ""Karl-Johan Persson"", ""Jonas Nordlander"", ""Per Brilioth"", ""Filip Engelbert""]",https://www.failory.com/startups/sweden,11.0,50.0,12588426.0,"[""Delivery Service"", ""E-Commerce"", ""Home Services"", ""Internet of Things"", ""Smart Home""]","[""Carl Johan Grandinson"", ""Diego Oliva""]","While you're away, Glue allows smart access to your house for people, products, and services.",away glue allows smart access house people products services,-1
97,Sweden,Kivra,"Kivra is a digital hub that allows users to build a digital mailbox in which they can receive, upload, and save messages.",Stockholms Lan,Stockholm,2011.0,Robert Wahlström,"Email, Internet, Software",11-50,"$10,963,767",4.0,4.0,"[""FAM AB"", ""Karl-Johan Persson"", ""Resurs Bank"", ""41an Invest""]",https://www.failory.com/startups/sweden,11.0,50.0,10963767.0,"[""Email"", ""Internet"", ""Software""]","[""Robert Wahlstr\u00c3\u00b6m""]","Kivra is a digital hub that allows users to build a digital mailbox in which they can receive, upload, and save messages.",kivra digital hub allows users build digital mailbox receive upload save messages,-1
98,Sweden,LUB Foods,LUB Foods is a firm dedicated to developing and delivering delicious products.,Stockholms Lan,Stockholm,2013.0,"Carl Backlund, Filip Naenfeldt, Niclas Luthman",Food and Beverage,11-50,"$53,783,156",4.0,15.0,"[""Khosla Ventures"", ""DIG Investment"", ""DNS Capital"", ""Capagro"", ""PeakBridge""]",https://www.failory.com/startups/sweden,11.0,50.0,53783156.0,"[""Food and Beverage""]","[""Carl Backlund"", ""Filip Naenfeldt"", ""Niclas Luthman""]",LUB Foods is a firm dedicated to developing and delivering delicious products.,lub foods firm dedicated developing delivering delicious products,-1
99,Sweden,Nectarine Health,IoT and Machine Learning are transforming geriatric care.,Stockholms Lan,Stockholm,2015.0,,"Artificial Intelligence, Elder Care, Elderly, Hardware, Health Care, Home Health Care, Machine Learning, Wellness",11-50,"$12,579,564",4.0,1.0,"[""EQT Ventures""]",https://www.failory.com/startups/sweden,11.0,50.0,12579564.0,"[""Artificial Intelligence"", ""Elder Care"", ""Elderly"", ""Hardware"", ""Health Care"", ""Home Health Care"", ""Machine Learning"", ""Wellness""]","[""""]",IoT and Machine Learning are transforming geriatric care.,iot machine learning transforming geriatric care,2
100,Sweden,Safello,"In the European market, Safello runs a bitcoin exchange and related services.",Stockholms Lan,Stockholm,2013.0,"Frank Schuil, Ludvig Öberg","Bitcoin, Finance, FinTech",11-50,"$2,079,732",7.0,8.0,"[""Techstars"", ""Digital Currency Group"", ""White Star Capital"", ""Roger Ver"", ""Erik Voorhees""]",https://www.failory.com/startups/sweden,11.0,50.0,2079732.0,"[""Bitcoin"", ""Finance"", ""FinTech""]","[""Frank Schuil"", ""Ludvig \u00c3\u0096berg""]","In the European market, Safello runs a bitcoin exchange and related services.",european market safello runs bitcoin exchange related services,7
101,Sweden,Star Stable Entertainment,Star Stable is an online horse game developed by World of Horsecraft AB for horse enthusiasts.,Stockholms Lan,Stockholm,2010.0,"Ola Ahlvarsson, Peter Liljestrand","Gaming, Internet, Online Games",1-10,,3.0,2.0,"[""Kima Ventures"", ""Nordisk Film Games""]",https://www.failory.com/startups/sweden,1.0,10.0,,"[""Gaming"", ""Internet"", ""Online Games""]","[""Ola Ahlvarsson"", ""Peter Liljestrand""]",Star Stable is an online horse game developed by World of Horsecraft AB for horse enthusiasts.,star stable online horse game developed world horsecraft ab horse enthusiasts,5
102,Sweden,ORBITAL SYSTEMS,ORBITAL SYSTEMS is a clean-tech business based in Sweden that is developing a water recycling technology for use in household appliances.,Skane Lan,Malmã¶,2012.0,Mehrdad Mahdjoubi,"Application Performance Management, Information Technology, Renewable Energy",51-100,"$46,903,244",5.0,6.0,"[""European Investment Bank"", ""Swedish Energy Agency"", ""Karl-Johan Persson"", ""Sandberg Development"", ""Stena Ventures""]",https://www.failory.com/startups/sweden,51.0,100.0,46903244.0,"[""Application Performance Management"", ""Information Technology"", ""Renewable Energy""]","[""Mehrdad Mahdjoubi""]",ORBITAL SYSTEMS is a clean-tech business based in Sweden that is developing a water recycling technology for use in household appliances.,orbital systems clean tech business based sweden developing water recycling technology use household appliances,-1
103,Sweden,TrusTrace,"TrusTrace is a technology company that enables ""Conscious Consumption and Responsible Production"" through its products.",Stockholms Lan,Stockholm,2016.0,"Hrishikesh Rajan, Saravanan Parisutham","Enterprise Software, Information Technology, SaaS, Supply Chain Management, Sustainability",11-50,"$1,696,649",4.0,3.0,"[""Zalando"", ""BackingMinds"", ""Vinnova""]",https://www.failory.com/startups/sweden,11.0,50.0,1696649.0,"[""Enterprise Software"", ""Information Technology"", ""SaaS"", ""Supply Chain Management"", ""Sustainability""]","[""Hrishikesh Rajan"", ""Saravanan Parisutham""]","TrusTrace is a technology company that enables ""Conscious Consumption and Responsible Production"" through its products.",trustrace technology company enables conscious consumption responsible production products,-1
104,Sweden,Addressya,"Addressya is a mobile application that allows users to create a complete, exact, and easy-to-use address.",Stockholms Lan,Stockholm,2017.0,"Karoline Beronius, Maria Cheadle","Apps, Software",1-10,,2.0,4.0,"[""KTH Holding"", ""Johan Andersson"", ""MEL & ME"", ""Sverker Thufvesson""]",https://www.failory.com/startups/sweden,1.0,10.0,,"[""Apps"", ""Software""]","[""Karoline Beronius"", ""Maria Cheadle""]","Addressya is a mobile application that allows users to create a complete, exact, and easy-to-use address.",addressya mobile application allows users create complete exact easy use address,-1
105,Sweden,Material Exchange,"Designers, materials teams, product developers, and material vendors can use the Material Exchange to find, source, and collaborate on materials.",Stockholms Lan,Stockholm,2017.0,,Supply Chain Management,11-50,"$8,155,450",4.0,5.0,"[""Partech"", ""Inventure"", ""Norrsken VC"", ""Day One Capital"", ""Lyra Ventures""]",https://www.failory.com/startups/sweden,11.0,50.0,8155450.0,"[""Supply Chain Management""]","[""""]","Designers, materials teams, product developers, and material vendors can use the Material Exchange to find, source, and collaborate on materials.",designers materials teams product developers material vendors use material exchange find source collaborate materials,11
106,Sweden,Regily,Regularly employs innovative technologies to make signing up for new services on the internet a pleasurable experience for users.,Stockholms Lan,Stockholm,2017.0,"Alexey Kuznetsov, Kristoffer Cassel","Banking, Information Technology, Internet, Service Industry",11-50,,3.0,1.0,"[""Wellstreet""]",https://www.failory.com/startups/sweden,11.0,50.0,,"[""Banking"", ""Information Technology"", ""Internet"", ""Service Industry""]","[""Alexey Kuznetsov"", ""Kristoffer Cassel""]",Regularly employs innovative technologies to make signing up for new services on the internet a pleasurable experience for users.,regularly employs innovative technologies make signing new services internet pleasurable experience users,-1
107,Sweden,Koenigsegg Automotibe,"Koenigsegg Automotive AB, situated in ngelholm, is a Swedish producer of high-performance sports automobiles, sometimes known as hypercars.",Kronobergs Lan,ÃNgelholm,1994.0,Christian von,Automotive,101-250,,1.0,1.0,"[""National Electric Vehicle Sweden (NEVS""]",https://www.failory.com/startups/sweden,101.0,250.0,,"[""Automotive""]","[""Christian von""]","Koenigsegg Automotive AB, situated in ngelholm, is a Swedish producer of high-performance sports automobiles, sometimes known as hypercars.",koenigsegg automotive ab situated ngelholm swedish producer high performance sports automobiles sometimes known hypercars,0
108,Sweden,Apica,Apica delivers load testing and web performance monitoring solutions for cloud and mobile application performance optimization.,Stockholms Lan,Stockholm,2005.0,Sven Hammar,"Cloud Computing, Enterprise Software, Mobile, Software",51-100,"$35,989,952",7.0,6.0,"[""Almi Invest"", ""Industrifonden"", ""Oxx"", ""SEB Venture Capital"", ""Nordic Investment Bank""]",https://www.failory.com/startups/sweden,51.0,100.0,35989952.0,"[""Cloud Computing"", ""Enterprise Software"", ""Mobile"", ""Software""]","[""Sven Hammar""]",Apica delivers load testing and web performance monitoring solutions for cloud and mobile application performance optimization.,apica delivers load testing web performance monitoring solutions cloud mobile application performance optimization,-1
109,Sweden,Billogram,Billogram is a Swedish startup that provides small and large businesses with a streamlined invoicing service.,Stockholms Lan,Stockholm,2010.0,"Cesar Sangchi, Jonas Suijkerbuijk","Billing, Cloud Computing, Enterprise Software, SaaS, Software",11-50,"$11,201,422",7.0,4.0,"[""Inbox Capital"", ""Edastra Venture Capital"", ""Thord Wilkne"", ""Peter Sjunnesson""]",https://www.failory.com/startups/sweden,11.0,50.0,11201422.0,"[""Billing"", ""Cloud Computing"", ""Enterprise Software"", ""SaaS"", ""Software""]","[""Cesar Sangchi"", ""Jonas Suijkerbuijk""]",Billogram is a Swedish startup that provides small and large businesses with a streamlined invoicing service.,billogram swedish startup provides small large businesses streamlined invoicing service,7
110,Sweden,Precisely,Precisely is a modern company's end-to-end contract automation platform powered by AI.,Vastra Gotaland,Gã¶Teborg,2014.0,"Nils-Erik Jansson, Simon Fouladi","Artificial Intelligence, Contact Management, Enterprise Software, Legal, Machine Learning, Natural Language Processing",11-50,,2.0,2.0,"[""Peak"", ""The Springfield Project""]",https://www.failory.com/startups/sweden,11.0,50.0,,"[""Artificial Intelligence"", ""Contact Management"", ""Enterprise Software"", ""Legal"", ""Machine Learning"", ""Natural Language Processing""]","[""Nils-Erik Jansson"", ""Simon Fouladi""]",Precisely is a modern company's end-to-end contract automation platform powered by AI.,precisely modern company end end contract automation platform powered ai,10
111,Sweden,Adverty,Adverty is a cutting-edge advertising platform.,Stockholms Lan,Stockholm,2016.0,Niklas Bakos,"Advertising, Advertising Platforms, Augmented Reality, Virtual Reality",11-50,"$3,767,824",3.0,3.0,"[""EASME - EU Executive Agency for SMEs"", ""Daniel Daboczy"", ""Pontus Dahlstrom""]",https://www.failory.com/startups/sweden,11.0,50.0,3767824.0,"[""Advertising"", ""Advertising Platforms"", ""Augmented Reality"", ""Virtual Reality""]","[""Niklas Bakos""]",Adverty is a cutting-edge advertising platform.,adverty cutting edge advertising platform,-1
112,Sweden,Kameo,Kameo is a crowdlending platform where individuals collaborate to fund loans to specific businesses.,Stockholms Lan,Stockholm,2014.0,Sebastian Harung,"Finance, Financial Services, Lending",1-10,"$13,246,598",3.0,4.0,"[""ABG Sundal Collier"", ""Ilija Batljan"", ""Sebastian Harung"", ""Bj\u00c3\u00b8rn Braaten""]",https://www.failory.com/startups/sweden,1.0,10.0,13246598.0,"[""Finance"", ""Financial Services"", ""Lending""]","[""Sebastian Harung""]",Kameo is a crowdlending platform where individuals collaborate to fund loans to specific businesses.,kameo crowdlending platform individuals collaborate fund loans specific businesses,7
113,Sweden,norbloc,Platforms for Know Your Customer (KYC) on Distributed Ledgers,Stockholms Lan,Stockholm,2016.0,"Astyanax Kanakakis, Sam Saatchi, Vitalii Demianets","Banking, Blockchain, Business Information Systems, Compliance, FinTech, Identity Management",11-50,"$3,859,299",2.0,7.0,"[""Digital Currency Group"", ""VentureFriends"", ""Marathon Venture Capital"", ""Inbox Capital"", ""Otiva""]",https://www.failory.com/startups/sweden,11.0,50.0,3859299.0,"[""Banking"", ""Blockchain"", ""Business Information Systems"", ""Compliance"", ""FinTech"", ""Identity Management""]","[""Astyanax Kanakakis"", ""Sam Saatchi"", ""Vitalii Demianets""]",Platforms for Know Your Customer (KYC) on Distributed Ledgers,platforms know customer kyc distributed ledgers,7
114,Sweden,Lexplore,Eyetracking and AI are being used to diagnose dyslexia in students during their early years in school.,Stockholms Lan,Stockholm,2015.0,Fredrik Wetterhall,"Artificial Intelligence, Children, Education",11-50,"$12,723,110",3.0,3.0,"[""Sparkmind.vc"", ""Pomona Group"", ""Gabriel Urwitz""]",https://www.failory.com/startups/sweden,11.0,50.0,12723110.0,"[""Artificial Intelligence"", ""Children"", ""Education""]","[""Fredrik Wetterhall""]",Eyetracking and AI are being used to diagnose dyslexia in students during their early years in school.,eyetracking ai used diagnose dyslexia students early years school,-1
115,Sweden,X Shore,"For better or worse, X Shore is the evolution of a business that has stayed true to its roots.",Stockholms Lan,Stockholm,1996.0,Konrad Bergström,Service Industry,1-10,,3.0,5.0,"[""Team Europe"", ""Wellstreet"", ""Peter Dahlberg"", ""Navin Thukkaram"", ""Marec Gasiun""]",https://www.failory.com/startups/sweden,1.0,10.0,,"[""Service Industry""]","[""Konrad Bergstr\u00c3\u00b6m""]","For better or worse, X Shore is the evolution of a business that has stayed true to its roots.",better worse x shore evolution business stayed true roots,-1
116,Sweden,Bitrefill,"Bitrefill accepts bitcoin and cryptocurrencies and provides gift cards, mobile phone refills, and lightning network services on a global scale.",Stockholms Lan,Stockholm,2014.0,"Michael Mauritz Grunberger, Patric Stiller, Sergej Kotliar","Bitcoin, Consumer Goods, Cryptocurrency, Gift Card, Telecommunications",11-50,"$2,100,000",2.0,6.0,"[""BnkToTheFuture"", ""Boost VC"", ""Charlie Lee"", ""Coin Ninja"", ""Fulgur Ventures""]",https://www.failory.com/startups/sweden,11.0,50.0,2100000.0,"[""Bitcoin"", ""Consumer Goods"", ""Cryptocurrency"", ""Gift Card"", ""Telecommunications""]","[""Michael Mauritz Grunberger"", ""Patric Stiller"", ""Sergej Kotliar""]","Bitrefill accepts bitcoin and cryptocurrencies and provides gift cards, mobile phone refills, and lightning network services on a global scale.",bitrefill accepts bitcoin cryptocurrencies provides gift cards mobile phone refills lightning network services global scale,7
117,Sweden,Coala Life,Developed a digital service that uses a small wireless heart monitor to take ECG and heart sound readings.,Stockholms Lan,Stockholm,2014.0,"Magnus Sorlander, Philip Siberg","Health Care, Medical, mHealth, Wireless",1-10,"$20,016,077",5.0,6.0,"[""Bonit Capital"", ""20 North Street"", ""Magnus Sorlander"", ""Laurent Leksell"", ""Anders Nyr\u00c3\u00a9n""]",https://www.failory.com/startups/sweden,1.0,10.0,20016077.0,"[""Health Care"", ""Medical"", ""mHealth"", ""Wireless""]","[""Magnus Sorlander"", ""Philip Siberg""]",Developed a digital service that uses a small wireless heart monitor to take ECG and heart sound readings.,developed digital service uses small wireless heart monitor take ecg heart sound readings,2
118,Sweden,Petbuddy Group,"Petbuddy Group (PBG) is a direct-to-consumer (D2C) pet care company with a mission to help pets, pet parents, and the environment.",Stockholms Lan,Stockholm,2018.0,"Alex Baumann, Alex Retzlik, Erik Wide Gustafsson","E-Commerce, Food and Beverage, Nutrition, Organic Food, Pet, Subscription Service, Veterinary, Wellness",11-50,"$2,294,193",3.0,4.0,"[""Luminar Ventures"", ""Insta Ventures"", ""Richard Setterwall"", ""Johan Kleberg""]",https://www.failory.com/startups/sweden,11.0,50.0,2294193.0,"[""E-Commerce"", ""Food and Beverage"", ""Nutrition"", ""Organic Food"", ""Pet"", ""Subscription Service"", ""Veterinary"", ""Wellness""]","[""Alex Baumann"", ""Alex Retzlik"", ""Erik Wide Gustafsson""]","Petbuddy Group (PBG) is a direct-to-consumer (D2C) pet care company with a mission to help pets, pet parents, and the environment.",petbuddy group pbg direct consumer c pet care company mission help pets pet parents environment,-1
120,Sweden,Resolution Games,Resolution Games is a virtual reality and augmented reality game development company.,Stockholms Lan,Stockholm,2015.0,"Martin Vilcans, Måns Ullerstam, Paul Brady, Tommy Palm","Augmented Reality, Gaming, Internet, Virtual Reality",51-100,"$13,500,000",2.0,11.0,"[""GV"", ""Creandum"", ""Partech"", ""Bonnier Ventures"", ""David Helgason""]",https://www.failory.com/startups/sweden,51.0,100.0,13500000.0,"[""Augmented Reality"", ""Gaming"", ""Internet"", ""Virtual Reality""]","[""Martin Vilcans"", ""M\u00c3\u00a5ns Ullerstam"", ""Paul Brady"", ""Tommy Palm""]",Resolution Games is a virtual reality and augmented reality game development company.,resolution games virtual reality augmented reality game development company,5
121,Sweden,Minut,"Minut is a computer software firm that focuses on product design, hardware, electronics, software, the Internet of Things, and smart home technology.",Skane Lan,Malmã¶,2014.0,"Fredrik Ahlberg, Marcus Ljungblad, Martin Loof, Nils Mattisson","Internet of Things, Security, Smart Home",11-50,"$10,745,941",6.0,12.0,"[""SOSV"", ""HAX"", ""EASME - EU Executive Agency for SMEs"", ""Nordic Makers"", ""Karma Ventures""]",https://www.failory.com/startups/sweden,11.0,50.0,10745941.0,"[""Internet of Things"", ""Security"", ""Smart Home""]","[""Fredrik Ahlberg"", ""Marcus Ljungblad"", ""Martin Loof"", ""Nils Mattisson""]","Minut is a computer software firm that focuses on product design, hardware, electronics, software, the Internet of Things, and smart home technology.",minut computer software firm focuses product design hardware electronics software internet things smart home technology,-1
122,Sweden,Mentimeter,"A presentation software that is interactive. Mentimeter brings interactivity and excitement to presentations, events, and classrooms.",Stockholms Lan,Stockholm,2014.0,"Henrik Fräsén, Johnny Warström, Kristoffer Renholm, Niklas Ingvar","B2B, Collaboration, Presentation Software, SaaS, Software",101-250,"$625,000",2.0,1.0,"[""500 Startups""]",https://www.failory.com/startups/sweden,101.0,250.0,625000.0,"[""B2B"", ""Collaboration"", ""Presentation Software"", ""SaaS"", ""Software""]","[""Henrik Fr\u00c3\u00a4s\u00c3\u00a9n"", ""Johnny Warstr\u00c3\u00b6m"", ""Kristoffer Renholm"", ""Niklas Ingvar""]","A presentation software that is interactive. Mentimeter brings interactivity and excitement to presentations, events, and classrooms.",presentation software interactive mentimeter brings interactivity excitement presentations events classrooms,6
123,Sweden,Grace Health,The world's first online health clinic for the next billion women.,Stockholms Lan,Stockholm,2017.0,"Estelle Westling, Therese Mannheimer",Health Care,11-50,"$2,431,312",3.0,8.0,"[""Almi Invest"", ""VNV Global"", ""Sophia Bendz"", ""Hampus Jakobsson"", ""Josefin Landg\u00c3\u00a5rd""]",https://www.failory.com/startups/sweden,11.0,50.0,2431312.0,"[""Health Care""]","[""Estelle Westling"", ""Therese Mannheimer""]",The world's first online health clinic for the next billion women.,world first online health clinic next billion women,2
124,Sweden,Pliance,Pliance is a new fintech company.,Stockholms Lan,Stockholm,2018.0,"Adam Fürtenbach, Siam Choudhury, Tomas Einarsson","Computer, FinTech, Software",1-10,"$555,787",2.0,4.0,"[""Propel Capital"", ""Gorilla Capital"", ""Henrik K\u00c3\u00a4ll\u00c3\u00a9n"", ""Ronnie Bodinger""]",https://www.failory.com/startups/sweden,1.0,10.0,555787.0,"[""Computer"", ""FinTech"", ""Software""]","[""Adam F\u00c3\u00bcrtenbach"", ""Siam Choudhury"", ""Tomas Einarsson""]",Pliance is a new fintech company.,pliance new fintech company,7
125,Sweden,Meds.se,Meds is an online pharmacy that sells both prescription and over-the-counter medications.,Stockholms Lan,Stockholm,2017.0,"Adham Shawwaf, Björn Thorngren, Joanna Elmes","Delivery, E-Commerce, Health Care, Medical, Pharmaceutical",11-50,"$26,144,386",4.0,5.0,"[""Inbox Capital"", ""Richard B\u00c3\u00a5ge"", ""Martin Wattin"", ""Michael Stor\u00c3\u00a5kers"", ""M\u00c3\u00a5ns Zelmerl\u00c3\u00b6w""]",https://www.failory.com/startups/sweden,11.0,50.0,26144386.0,"[""Delivery"", ""E-Commerce"", ""Health Care"", ""Medical"", ""Pharmaceutical""]","[""Adham Shawwaf"", ""Bj\u00c3\u00b6rn Thorngren"", ""Joanna Elmes""]",Meds is an online pharmacy that sells both prescription and over-the-counter medications.,meds online pharmacy sells prescription counter medications,2
